0.001;0.041;15;1;0;0.69753885;-0.0;1.0;0.5557833;2.7348701E-8;45.066444
0.002;0.041;15;1;0;0.69753885;-0.0;1.0;0.5557833;2.7348701E-8;45.066444
0.003;0.041;15;1;0;0.69753885;-0.0;1.0;0.5557833;2.7348701E-8;45.066444
0.004;0.041;15;1;0;0.69753885;-0.0;1.0;0.5557833;2.7348701E-8;45.066444
0.005;0.041;15;1;0;0.69753885;-0.0;1.0;0.5557833;2.7348701E-8;45.066444
0.006;0.041;15;1;0;0.69753885;-0.0;1.0;0.5557833;2.7348701E-8;45.066444
0.007;0.041;15;1;0;0.69753885;-0.0;1.0;0.5557833;2.7348701E-8;45.066444
0.008;0.041;15;1;0;0.69753885;-0.0;1.0;0.5557833;2.7348701E-8;45.066444
0.009;0.041;15;1;0;0.69753885;-0.0;1.0;0.5557833;2.7348701E-8;45.066444
0.01;0.041;15;1;0;0.69753885;-0.0;1.0;0.5557833;2.7348701E-8;45.066444
0.011;0.041;15;1;0;0.69753885;-0.0;1.0;0.5557833;2.7348701E-8;45.066444
0.012;0.041;15;1;0;0.69753885;-0.0;1.0;0.5557833;2.7348701E-8;45.066444
0.013;0.041;15;1;0;0.69753885;-0.0;1.0;0.5557833;2.7348701E-8;45.066444
0.014;0.041;15;1;0;0.69753885;-0.0;1.0;0.5557833;2.7348701E-8;45.066444
0.015;0.041;15;1;0;0.69753885;-0.0;1.0;0.5557833;2.7348701E-8;45.066444
0.016;0.041;15;1;0;0.69753885;-0.0;1.0;0.5557833;2.7348701E-8;45.066444
0.017;0.041;15;1;0;0.69753885;-0.0;1.0;0.5557833;2.7348701E-8;45.066444
0.018;0.041;15;1;0;0.69753885;-0.0;1.0;0.5557833;2.7348701E-8;45.066444
0.019;0.041;15;1;0;0.69753885;-0.0;1.0;0.5557833;2.7348701E-8;45.066444
0.02;0.041;15;1;0;0.69753885;-0.0;1.0;0.5557833;2.7348701E-8;45.066444
0.021;0.041;15;1;0;0.69753885;-0.0;1.0;0.5557833;2.7348701E-8;45.066444
0.022;0.041;15;1;0;0.69753885;-0.0;1.0;0.5557833;2.7348701E-8;45.066444
0.023;0.041;15;1;0;0.69753885;-0.0;1.0;0.5557833;2.7348701E-8;45.066444
0.024;0.041;15;1;0;0.69753885;-0.0;1.0;0.5557833;2.7348701E-8;45.066444
0.025;0.041;15;1;0;0.69753885;-0.0;1.0;0.5557833;2.7348701E-8;45.066444
0.026;0.041;15;1;0;0.69753885;-0.0;1.0;0.5557833;2.7348701E-8;45.066444
0.027;0.041;15;1;0;0.69753885;-0.0;1.0;0.5557833;2.7348701E-8;45.066444
0.028;0.041;15;1;0;0.69753885;-0.0;1.0;0.5557833;2.7348701E-8;45.066444
0.029;0.041;15;1;0;0.69753885;-0.0;1.0;0.5557833;2.7348701E-8;45.066444
0.03;0.041;15;1;0;0.69753885;-0.0;1.0;0.5557833;2.7348701E-8;45.066444
